,event_id,home_team_name,away_team_name,event_timezone,event_open_date,event_country_code,event_market_count,competition_name,competition_id,betname,market_name,market_id,market_total_matched
13,2022802,English Premier League,N/A,Europe/London,2022-01-24T18:10:00.000Z,GB,13,English Premier League,10932509,TF,Top Goalscorer 2021/2022,1.185594026,1627992.0263740001
14,2022802,English Premier League,N/A,Europe/London,2022-01-24T18:10:00.000Z,GB,13,English Premier League,10932509,TF,Winner 2021/22,1.183689747,52419338.002643004
15,2022802,English Premier League,N/A,Europe/London,2022-01-24T18:10:00.000Z,GB,13,English Premier League,10932509,TF,Winner W/O Man City & Liverpool 2021/22,1.185352465,338556.760491
16,241361,Italian Serie A,N/A,GMT,2020-09-28T13:21:00.000Z,IT,2,Italian Serie A,81,TF,Relegation 2021/22,1.185332971,24384.041548
17,241361,Italian Serie A,N/A,GMT,2020-09-28T13:21:00.000Z,IT,2,Italian Serie A,81,TF,Winner 2021/22,1.185303592,1013388.817734
18,259241,Spanish La Liga,N/A,Europe/London,2021-08-13T19:00:00.000Z,ES,1,Spanish La Liga,117,TF,Top 4 Finish 2021/22,1.185994681,1474.9312720000003
19,268416,French Ligue 1,N/A,Europe/London,2018-08-11T14:00:00.000Z,FR,2,French Ligue 1,55,TF,Top 3 Finish 2021/22,1.188466808,5538.770914000001
20,268416,French Ligue 1,N/A,Europe/London,2018-08-11T14:00:00.000Z,FR,2,French Ligue 1,55,TF,Winner W/O Paris St-G 2021/22,1.186003869,32837.043798
21,268489,Brazilian Serie A,N/A,Europe/London,2018-04-13T22:00:00.000Z,BR,1,Brazilian Serie A,13,TF,Winner 2022/23,1.196169743,9885.903752
22,28428008,English National League,N/A,Europe/London,2019-05-30T10:10:00.000Z,GB,1,English National League,11086347,TF,Winner 2021/22,1.185333556,176417.701259
23,28984188,Australian A-League Men,N/A,Europe/London,2021-11-19T09:45:00.000Z,AU,2,Australian A-League Men,12117172,TF,Grand Final Winner,1.188542208,20545.719851
24,28984188,Australian A-League Men,N/A,Europe/London,2021-11-19T09:45:00.000Z,AU,2,Australian A-League Men,12117172,TF,Winning State,1.190755630,7232.25699
25,29031295,CONMEBOL Copa Libertadores,N/A,Europe/London,2021-04-20T22:15:00.000Z,NF,1,CONMEBOL Copa Libertadores,12147796,TF,Winner 2022,1.197091454,14099.921408
26,29193214,FIFA Women's World Cup,N/A,Europe/London,2023-08-20T04:00:00.000Z,NF,1,FIFA Women's World Cup,12220485,TF,Winner 2023,1.193885918,1757.0953100000002
27,30009984,Seattle Sounders,San Jose Earthquakes,Europe/London,2020-09-12T02:00:00.000Z,US,1,N/A,N/A,TF,To Score,1.172966865,0.0
28,30015389,Los Angeles FC,Portland Timbers,Europe/London,2020-09-14T06:26:44.000Z,GB,1,N/A,N/A,TF,Corners Match Bet,1.173070779,0.0
29,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192641490,0.0
30,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192641544,313.65500000000003
31,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192641557,0.0
32,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192641484,0.0
33,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192641538,2008.7720820000002
34,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192641542,0.0
35,31141486,Belgium,Netherlands,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192641545,0.0
36,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192641368,0.0
37,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192641422,0.0
38,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192641435,0.0
39,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192641362,0.0
40,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192641416,159.71312600000002
41,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192641420,0.0
42,31141488,Czech Republic,Switzerland,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192641423,0.0
43,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192641246,0.0
44,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192641300,48.55379400000001
45,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192641313,0.0
46,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192641240,345.773272
47,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192641294,300.35602800000004
48,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192641298,0.0
49,31141489,Croatia,Austria,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192641301,1048.360472
50,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192641124,0.0
51,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192641178,25.0924
52,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192641191,0.0
53,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192641118,0.0
54,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192641172,419.544928
55,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192641176,0.0
56,31141493,Hungary,England,GMT,2022-06-04T16:00:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192641179,125.462
57,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192641002,0.0
58,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192641056,0.0
59,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192641069,0.0
60,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192640996,0.0
61,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192641050,125.462
62,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192641054,0.0
63,31141494,Poland,Wales,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192641057,0.0
64,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192640880,0.0
65,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192640934,0.0
66,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192640947,0.0
67,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192640874,0.0
68,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192640928,45.29178199999999
69,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192640932,0.0
70,31141495,France,Denmark,GMT,2022-06-03T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192640935,0.0
71,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Asian Handicap,1.192640758,0.0
72,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Correct Score,1.192640812,0.0
73,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Goal Lines,1.192640825,0.0
74,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Half Time,1.192640752,0.0
75,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Match Odds,1.192640806,132.98972
76,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 0.5 Goals,1.192640810,0.0
77,31141496,Spain,Portugal,GMT,2022-06-02T18:45:00.000Z,NF,7,UEFA Nations League,11984200,TF,Over/Under 2.5 Goals,1.192640813,0.0
78,31290200,Serbia U19,Croatia U19,GMT,2022-03-09T14:00:16.000Z,NF,1,N/A,N/A,TF,Both teams to Score?,1.195883092,0.0
79,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,England Stage Of Elimination,1.197056430,2932.2978639999997
80,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,FIFA Golden Boot,1.197054123,14147.471506000004
81,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group A - To Qualify,1.197057906,0.0
82,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group A - Winner,1.197057359,420.73681700000003
83,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group B - To Qualify,1.197057907,299.85418
84,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group B - Winner,1.197057668,1348.967424
85,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group C - To Qualify,1.197057908,0.0
86,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group C - Winner,1.197057845,358.00581700000004
87,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group D - To Qualify,1.197057909,196.59895400000002
88,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group D - Winner,1.197057874,81.926686
89,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group E - To Qualify,1.197057911,0.0
90,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group E - Winner,1.197057910,137.129966
91,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group F - To Qualify,1.197058030,597.82643
92,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group F - Winner,1.197057948,21.454002
93,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group G - To Qualify,1.197058034,0.0
94,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group G - Winner,1.197058033,359.574092
95,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group H - To Qualify,1.197058036,0.0
96,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Group H - Winner,1.197058035,951.252884
97,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,To Reach Quarter Finals,1.197056165,5192.24487
98,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,To Reach Semi-Finals,1.197055904,2520.782504
99,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,To Reach The Final,1.197055365,997.2974379999999
100,31345701,FIFA World Cup,N/A,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Winner 2022,1.145970106,1806087.5936900002
101,31348645,Qatar,Ecuador,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093729,70.760568
102,31348645,Qatar,Ecuador,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093579,0.0
103,31348646,England,Iran,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093506,515.460627
104,31348646,England,Iran,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093441,0.0
105,31348652,Argentina,Saudi Arabia,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093368,22.708622000000002
106,31348652,Argentina,Saudi Arabia,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093303,0.0
107,31348657,Denmark,Tunisia,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093230,0.0
108,31348657,Denmark,Tunisia,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093165,0.0
109,31348659,Mexico,Poland,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093092,0.0
110,31348659,Mexico,Poland,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093027,0.0
111,31348661,Belgium,Canada,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092954,718.4581430000002
112,31348661,Belgium,Canada,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092889,0.0
113,31348662,Germany,Japan,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092816,0.0
114,31348662,Germany,Japan,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092751,0.0
115,31348663,Morocco,Croatia,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092678,0.0
116,31348663,Morocco,Croatia,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092613,0.0
117,31348667,Brazil,Serbia,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092540,146.414154
118,31348667,Brazil,Serbia,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092475,0.0
119,31348668,Portugal,Ghana,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092402,31.99281
120,31348668,Portugal,Ghana,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092337,0.0
121,31348669,Switzerland,Cameroon,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092264,0.0
122,31348669,Switzerland,Cameroon,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092199,0.0
123,31348674,Uruguay,South Korea,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197094060,0.0
124,31348674,Uruguay,South Korea,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093995,32.745582
125,31348683,Senegal,Netherlands,GMT,2022-11-21T10:00:01.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093922,627.059076
126,31348683,Senegal,Netherlands,GMT,2022-11-21T10:00:01.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093857,0.0
127,31409868,Aalesunds,Molde,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198343495,0.0
128,31409924,Lillestrom,Sarpsborg,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198345244,0.0
129,31409925,Rosenborg,Sandefjord,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198344970,0.0
130,31409926,Kristiansund,Stromsgodset,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198345098,0.0
131,31409927,Odds BK,Haugesund,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198344830,0.0
132,31409928,Viking,Jerv,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198344690,0.0
133,31409929,Valerenga,Ham-Kam,GMT,2022-05-16T18:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198344577,0.0
134,31409982,Bodo Glimt,Tromso,GMT,2022-05-16T16:00:00.000Z,NO,1,Norwegian Eliteserien,11068551,TF,Match Odds,1.198346742,0.0
135,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Asian Handicap,1.198520525,28889.005582
136,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Both teams to Score?,1.198520571,2166.603278
137,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Cards Bookings Odds,1.198520522,0.0
138,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Cards Over/Under 2.5,1.198520493,0.0
139,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Cards Over/Under 3.5,1.198520490,0.0
140,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea +1,1.198520576,200.7392
141,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea +2,1.198520560,0.0
142,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea +3,1.198520563,0.0
143,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea Over/Under 0.5 Goals,1.198520626,0.0
144,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea Over/Under 1.5 Goals,1.198520623,0.0
145,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea Over/Under 2.5 Goals,1.198520621,0.0
146,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea Win To Nil,1.198520566,0.0
147,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Chelsea clean sheet,1.198520514,0.0
148,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Corners Odds,1.198520562,0.0
149,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Corners Over/Under 10.5,1.198520520,0.0
150,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Corners Over/Under 5.5,1.198520620,0.0
151,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Corners Over/Under 8.5,1.198520507,0.0
152,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Correct Score,1.198520583,26211.646502000003
153,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Correct Score 2 Away,1.198520518,0.37638599999999994
154,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Correct Score 2 Home,1.198520517,38.26591
155,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Double Chance,1.198520575,565.3317720000001
156,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Draw no Bet,1.198520559,893.979481
157,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,First Half Goals 0.5,1.198520577,0.0
158,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,First Half Goals 1.5,1.198520579,30.487266000000005
159,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,First Half Goals 2.5,1.198520570,0.0
160,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Goal Lines,1.198520586,10802.90551
161,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Half Time,1.198520581,123.45460800000001
162,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Half Time Score,1.198520511,308.63652
163,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Half Time/Full Time,1.198520512,5540.903768
164,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool +1,1.198520561,77.221861
165,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool +2,1.198520564,0.0
166,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool +3,1.198520565,0.0
167,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool Clean Sheet,1.198520515,0.0
168,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool Over/Under 0.5 Goals,1.198520627,0.0
169,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool Over/Under 1.5 Goals,1.198520624,0.0
170,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool Over/Under 2.5 Goals,1.198520625,0.0
171,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Liverpool Win to Nil,1.198520567,0.0
172,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Match Odds,1.198520573,137920.502062
173,31419629,Chelsea,Liverpool,GMT,2022-05-14T15:45:00.000Z,GB,56,English FA Cup,30558,TF,Match Odds and Both teams to Score,1.198520506,125.462
