,event_id,home_team_name,away_team_name,event_timezone,event_open_date,event_country_code,event_market_count,competition_name,competition_id,betname,market_name,market_id,market_total_matched,odd,odd_type,odd_size,selection_id
8746,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 2.5,1.199021637,0.0,1.01,back,3138.85,47972
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1000.0,lay,13.93,1221386
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,6.4,lay,311.93,1221386
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1.01,back,12.56,1221386
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,3.9,back,116.2,1221386
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1000.0,lay,13.93,1221385
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1.35,lay,335.99,1221385
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1.01,back,12.56,1221385
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1.19,back,1551.28,1221385
8745,31447509,CD Maipu,Estudiantes de Caseros,GMT,2022-05-14T18:30:00.000Z,AR,24,Argentinian Primera B Nacional,803237,TF,First Half Goals 1.5,1.199021644,0.0,1.2,back,108.98,1221385
13982,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 8.5 Goals,1.199096061,0.0,1.68,back,30.26,2407529
13982,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 8.5 Goals,1.199096061,0.0,1.73,back,336.17,2407529
13982,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 8.5 Goals,1.199096061,0.0,2.46,lay,20.71,2407528
13982,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 8.5 Goals,1.199096061,0.0,2.38,lay,203.56,2407528
13982,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 8.5 Goals,1.199096061,0.0,1.61,lay,92.03,2407528
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,6.0,lay,74.87,151478
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,5.6,lay,300.07,151478
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,4.9,lay,85.69,151478
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,3.05,back,565.95,151478
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,3.55,back,192.57,151478
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,3.85,back,109.04,151478
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,5.7,lay,71.89,7091548
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,5.2,lay,196.26,7091548
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,5.0,lay,217.8,7091548
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,3.6,back,104.73,7091548
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,3.8,back,116.88,7091548
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,3.9,back,128.43,7091548
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,2.0,lay,248.94,6845267
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,1.99,lay,581.86,6845267
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,1.93,lay,355.16,6845267
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,1.71,back,440.7,6845267
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,1.72,back,813.1,6845267
14013,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,FC Lokomotivi Tbilisi +1,1.199098466,0.0,1.73,back,259.65,6845267
14029,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 7.5 Goals,1.199098463,0.0,3.05,back,228.01,1485573
14029,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 7.5 Goals,1.199098463,0.0,1.49,lay,338.22,1485572
14029,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 7.5 Goals,1.199098463,0.0,1.22,lay,288.16,1485572
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1000.0,lay,28.71,58805
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,6.4,lay,96.16,58805
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,5.8,lay,248.65,58805
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,2.82,back,111.31,58805
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,4.4,back,183.99,58805
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,4.8,back,135.66,58805
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1000.0,lay,9.58,10472882
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,9.0,lay,68.53,10472882
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,7.6,lay,99.25,10472882
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,2.82,back,557.83,10472882
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,5.4,back,279.63,10472882
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,6.2,back,194.23,10472882
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1000.0,lay,37.2,46726
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1.59,lay,409.55,46726
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1.55,lay,1945.33,46726
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1.43,back,600.93,46726
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1.47,back,316.08,46726
6896,31443401,Fenerbahce,Fatih Karagumruk Istanbul,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957611,2.51108,1.49,back,94.6,46726
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,2.8,lay,13.77,58805
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,2.74,lay,112.06,58805
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,2.64,lay,66.73,58805
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,1.01,back,718.92,58805
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,1.02,back,764.16,58805
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,2.2,back,243.57,58805
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,3.8,lay,143.6,44329
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,1.26,back,51.32,44329
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,2.84,back,138.86,44329
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,5.4,lay,7.14,6845261
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,5.2,lay,94.49,6845261
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,1.62,back,28.11,6845261
14018,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Half Time,1.199098471,0.0,3.55,back,123.48,6845261
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1000.0,lay,21.69,58805
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,5.3,lay,77.83,58805
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,2.32,back,135.3,58805
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,3.85,back,68.03,58805
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,4.2,back,861.8,58805
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1000.0,lay,10.93,13848831
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,6.8,lay,62.8,13848831
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1.01,back,1292.82,13848831
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,2.32,back,774.6,13848831
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,4.3,back,102.16,13848831
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1000.0,lay,0.31,2080777
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1.89,lay,83.55,2080777
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1.75,lay,1200.19,2080777
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1.02,back,64.71,2080777
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1.57,back,222.27,2080777
6894,31443400,Alanyaspor,Gaziantep FK,GMT,2022-05-15T16:00:00.000Z,TR,2,Turkish Super League,194215,TF,Match Odds,1.198957721,95.923256,1.63,back,76.78,2080777
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,110.0,lay,14.27,6384648
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.84,lay,363.41,6384648
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.4,lay,68.9,6384648
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.28,back,5.29,6384648
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.31,back,122.07,6384648
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,110.0,lay,62.11,6384647
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.67,lay,68.79,6384647
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.27,back,221.23,6384647
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.28,back,585.03,6384647
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,110.0,lay,42.4,6384646
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.84,lay,85.13,6384646
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.57,lay,68.86,6384646
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.19,back,52.24,6384646
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.45,back,93.13,6384646
13963,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Double Chance,1.199096065,0.0,1.47,back,461.1,6384646
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.36,lay,170.07,5851483
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.35,lay,268.77,5851483
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.09,lay,149.74,5851483
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.01,back,854.18,5851483
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.03,back,649.44,5851483
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,110.0,lay,26.77,5851482
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.01,back,718.92,5851482
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,1.02,back,779.0,5851482
14022,31451606,FC Lokomotivi Tbilisi,Torpedo Kutaisi,GMT,2022-05-13T13:00:00.000Z,GE,24,Georgian Umaglesi Liga,2273834,TF,Over/Under 0.5 Goals,1.199098468,0.0,3.9,back,105.59,5851482
13980,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 6.5 Goals,1.199096070,0.0,1.73,back,336.17,2542449
13980,31451601,Ullern,Floy Flekkeroy,GMT,2022-05-14T13:00:00.000Z,NO,24,Norwegian 2nd Division,12224917,TF,Over/Under 6.5 Goals,1.199096070,0.0,2.38,lay,203.56,2542448
